,team,position,height,age,appearance,goals,assists,yellow cards,second yellow cards,red cards,goals conceded,clean sheets,minutes played,days_injured,games_injured,award,current_value,highest_value
6638,Wolfsberger AC,midfield-DefensiveMidfield,185.0,20.0,70,0.0,0.055716054,0.222864218,0.018572018,0.0,0.0,0.0,4846,147,18,2,700000,700000
6639,Wolfsberger AC,midfield-DefensiveMidfield,183.0,34.0,61,0.035785288,0.035785288,0.143141153,0.0,0.0,0.0,0.0,5030,283,40,2,300000,650000
6640,Wolfsberger AC,midfield-CentralMidfield,170.0,22.0,68,0.092860091,0.148576145,0.222864218,0.0,0.018572018,0.0,0.0,4846,0,0,1,1000000,2000000
6641,Wolfsberger AC,midfield-CentralMidfield,180.0,20.0,68,0.21448999,0.085795996,0.386081983,0.0,0.0,0.0,0.0,4196,0,0,0,750000,750000
6643,Wolfsberger AC,midfield-CentralMidfield,176.0,20.0,45,0.131386861,0.0,0.367883212,0.026277372,0.0,0.0,0.0,3425,0,0,0,150000,150000
6644,Wolfsberger AC,midfield-AttackingMidfield,172.0,21.0,57,0.351312988,0.127750177,0.223562811,0.0,0.0,0.0,0.0,2818,18,2,1,750000,1000000
6646,Wolfsberger AC,Attack Centre-Forward,181.0,25.0,73,0.629132817,0.119025128,0.136028717,0.0,0.0,0.0,0.0,5293,64,9,0,2500000,2500000
6647,Wolfsberger AC,Attack Centre-Forward,187.0,22.0,51,0.34015748,0.311811024,0.141732283,0.0,0.0,0.0,0.0,3175,0,0,2,1800000,1800000
6648,Wolfsberger AC,Attack Centre-Forward,181.0,31.0,69,0.286700292,0.430050438,0.191133528,0.0,0.0,0.0,0.0,3767,241,31,2,550000,1500000
6649,Red Bull Salzburg,Goalkeeper,190.0,25.0,83,0.0,0.0,0.06002401,0.0,0.0,0.816326531,0.420168067,7497,307,11,3,4500000,4500000
6651,Red Bull Salzburg,Goalkeeper,193.0,19.0,46,0.0,0.0,0.0,0.0,0.0,1.648351648,0.21978022,4095,0,0,3,300000,300000
6653,Red Bull Salzburg,Defender Centre-Back,194.0,22.0,55,0.042213884,0.063320826,0.379924953,0.042213884,0.0,0.0,0.0,4264,7,1,2,25000000,25000000
6654,Red Bull Salzburg,Defender Centre-Back,192.0,23.0,66,0.033388982,0.066777963,0.100166945,0.0,0.0,0.0,0.0,5391,335,27,4,17000000,17000000
6656,Red Bull Salzburg,Defender Centre-Back,186.0,28.0,52,0.028671551,0.086014654,0.114686206,0.0,0.0,0.0,0.0,3139,395,53,9,2500000,9000000
6658,Red Bull Salzburg,Defender Centre-Back,187.0,19.0,65,0.035835158,0.0,0.107505475,0.0,0.0,0.0,0.0,5023,0,0,2,1000000,1000000
6659,Red Bull Salzburg,Defender Left-Back,183.0,20.0,35,0.144520273,0.180650341,0.108390205,0.036130068,0.0,0.0,0.0,2491,208,32,2,1200000,1500000
6660,Red Bull Salzburg,Defender Left-Back,175.0,37.0,72,0.017103763,0.136830103,0.153933865,0.0,0.0,0.0,0.0,5262,206,27,25,400000,1300000
6661,Red Bull Salzburg,Defender Right-Back,180.0,20.0,75,0.081178593,0.054119062,0.202946482,0.0,0.0,0.0,0.0,6652,0,0,5,15000000,15000000
6663,Red Bull Salzburg,midfield-DefensiveMidfield,185.0,19.0,68,0.022200296,0.022200296,0.377405032,0.0,0.0,0.0,0.0,4054,84,6,1,12000000,12000000
6665,Red Bull Salzburg,midfield-CentralMidfield,179.0,22.0,90,0.061762284,0.160581938,0.098819654,0.0,0.0,0.0,0.0,7286,30,1,9,20000000,20000000
6666,Red Bull Salzburg,midfield-CentralMidfield,192.0,19.0,68,0.18638364,0.326171369,0.13978773,0.0,0.0,0.0,0.0,3863,77,9,4,13000000,15000000
6667,Red Bull Salzburg,midfield-CentralMidfield,177.0,24.0,71,0.208114358,0.170275384,0.302711793,0.018919487,0.0,0.0,0.0,4757,150,15,6,8000000,8000000
6668,Red Bull Salzburg,midfield-CentralMidfield,174.0,19.0,52,0.075250836,0.12541806,0.150501672,0.0,0.0,0.0,0.0,3588,0,0,1,1000000,1000000
6670,Red Bull Salzburg,midfield-AttackingMidfield,185.0,20.0,69,0.211042422,0.172671072,0.153485398,0.0,0.0,0.0,0.0,4691,145,23,8,18000000,20000000
6671,Red Bull Salzburg,midfield-AttackingMidfield,170.0,19.0,50,0.356885364,0.32444124,0.032444124,0.0,0.0,0.0,0.0,2774,4,1,1,8000000,8000000
6672,Red Bull Salzburg,midfield-AttackingMidfield,181.0,19.0,55,0.187110187,0.213840214,0.187110187,0.0,0.0,0.0,0.0,3367,87,17,3,4000000,4000000
6673,Red Bull Salzburg,midfield-AttackingMidfield,173.0,20.0,50,0.165380375,0.33076075,0.1323043,0.0,0.0,0.0,0.0,2721,0,0,3,2500000,2500000
6674,Red Bull Salzburg,Attack Centre-Forward,185.0,23.0,66,0.610859729,0.407239819,0.127262443,0.0,0.0,0.0,0.0,3536,250,40,8,20000000,25000000
6675,Red Bull Salzburg,Attack Centre-Forward,195.0,20.0,78,0.629826255,0.238899614,0.06515444,0.0,0.021718147,0.0,0.0,4144,58,11,6,24000000,24000000
6677,Red Bull Salzburg,Attack Centre-Forward,183.0,21.0,83,0.543307087,0.25984252,0.094488189,0.0,0.023622047,0.0,0.0,3810,107,14,8,8000000,8000000
6679,Red Bull Salzburg,Attack Centre-Forward,178.0,19.0,46,0.936639118,0.165289256,0.247933884,0.0,0.0,0.0,0.0,3267,2,1,1,6000000,6000000
6704,Philadelphia Union,Attack Centre-Forward,188.0,28.0,47,0.559353636,0.195773773,0.083903045,0.0,0.0,0.0,0.0,3218,28,6,2,4000000,4000000
6721,FC Cincinnati,midfield-DefensiveMidfield,178.0,26.0,46,0.022744503,0.06823351,0.341167551,0.022744503,0.0,0.0,0.0,3957,30,6,3,2500000,2500000
6734,FC Dallas,Goalkeeper,191.0,25.0,34,0.0,0.0,0.088235294,0.0,0.0,1.205882353,0.294117647,3060,248,26,0,1200000,1500000
6740,FC Dallas,Defender Centre-Back,191.0,22.0,30,0.140515222,0.0,0.421545667,0.0,0.035128806,0.0,0.0,2562,0,0,0,250000,350000
6774,Orlando City SC,midfield-DefensiveMidfield,180.0,28.0,37,0.0,0.066322771,0.232129698,0.0,0.033161385,0.0,0.0,2714,0,0,1,2000000,2500000
6782,Orlando City SC,Attack-LeftWinger,179.0,24.0,54,0.111579469,0.066947682,0.200843045,0.0,0.0,0.0,0.0,4033,0,0,1,800000,1000000
6784,Orlando City SC,Attack Centre-Forward,192.0,27.0,44,0.529903936,0.139448404,0.027889681,0.0,0.0,0.0,0.0,3227,47,7,5,3500000,3500000
6790,Los Angeles Galaxy,Goalkeeper,190.0,21.0,34,0.0,0.0,0.0,0.0,0.0,1.240336134,0.423529412,2975,0,0,0,700000,700000
6794,Los Angeles Galaxy,Defender Centre-Back,180.0,36.0,39,0.065621582,0.032810791,0.196864747,0.032810791,0.032810791,0.0,0.0,2743,443,48,14,500000,10000000
6803,Los Angeles Galaxy,midfield-DefensiveMidfield,175.0,30.0,50,0.091231627,0.159655347,0.205271161,0.0,0.0,0.0,0.0,3946,289,37,0,2000000,2800000
6811,Los Angeles Galaxy,Attack-LeftWinger,183.0,28.0,46,0.129823296,0.097367472,0.129823296,0.0,0.032455824,0.0,0.0,2773,90,17,0,425000,2300000
6818,New England Revolution,Goalkeeper,194.0,23.0,44,0.0,0.0,0.022727273,0.0,0.0,1.068181818,0.340909091,3960,0,0,0,3500000,3500000
6839,New England Revolution,Attack-LeftWinger,175.0,32.0,35,0.141453831,0.106090373,0.282907662,0.0,0.0,0.0,0.0,2545,347,18,1,400000,850000
6843,New England Revolution,Attack Centre-Forward,188.0,24.0,44,0.754716981,0.157232704,0.188679245,0.0,0.0,0.0,0.0,2862,184,31,2,2500000,3500000
6861,D.C. United,midfield-DefensiveMidfield,182.0,23.0,44,0.034548944,0.103646833,0.172744722,0.0,0.0,0.0,0.0,2605,31,6,0,1200000,1200000
6862,D.C. United,midfield-DefensiveMidfield,186.0,32.0,46,0.0,0.128205128,0.128205128,0.0,0.025641026,0.0,0.0,3510,405,46,2,400000,1000000
6863,D.C. United,midfield-CentralMidfield,173.0,24.0,78,0.074159525,0.05932762,0.237310481,0.0,0.0,0.0,0.0,6068,0,0,0,8000000,8000000
6864,D.C. United,midfield-CentralMidfield,183.0,32.0,73,0.099469496,0.119363395,0.23872679,0.0,0.0,0.0,0.0,4524,60,7,2,2000000,4000000
6867,D.C. United,midfield-AttackingMidfield,175.0,30.0,52,0.182028316,0.10401618,0.286044496,0.0,0.026004045,0.0,0.0,3461,54,7,1,500000,4000000
6871,D.C. United,Attack-LeftWinger,170.0,28.0,45,0.084401375,0.084401375,0.168802751,0.0,0.0,0.0,0.0,3199,417,70,3,500000,3000000
6873,D.C. United,Attack-SecondStriker,170.0,27.0,43,0.460593654,0.153531218,0.122824974,0.0,0.0,0.0,0.0,2931,374,51,2,5000000,5000000
6874,D.C. United,Attack Centre-Forward,190.0,32.0,48,0.392156863,0.098039216,0.261437908,0.0,0.0,0.0,0.0,2754,538,74,1,3000000,35000000
6897,New York Red Bulls,midfield-AttackingMidfield,169.0,26.0,40,0.12195122,0.030487805,0.152439024,0.0,0.0,0.0,0.0,2952,50,10,3,3500000,3500000
6904,New York Red Bulls,Attack Centre-Forward,175.0,25.0,74,0.449919657,0.19282271,0.096411355,0.0,0.016068559,0.0,0.0,5601,332,55,4,5000000,5500000
6920,Portland Timbers,midfield-CentralMidfield,180.0,24.0,80,0.376737928,0.242188668,0.188368964,0.0,0.013454926,0.0,0.0,6689,83,15,3,9000000,9000000
6932,Portland Timbers,Attack Centre-Forward,180.0,29.0,61,0.571791614,0.114358323,0.228716645,0.0,0.0,0.0,0.0,3148,0,0,6,500000,1100000
6963,Columbus Crew,Attack Centre-Forward,188.0,32.0,73,0.424615385,0.110769231,0.036923077,0.0,0.0,0.0,0.0,4875,73,8,3,600000,1300000
6964,Charlotte FC,Goalkeeper,188.0,30.0,32,0.0,0.0,0.030927835,0.0,0.0,1.237113402,0.309278351,2910,87,7,3,1500000,1800000
6970,Charlotte FC,Defender Centre-Back,192.0,21.0,52,0.0,0.0,0.172290022,0.0,0.043072505,0.0,0.0,4179,0,0,0,1000000,1000000
6976,Charlotte FC,Defender Right-Back,180.0,30.0,57,0.0,0.054744526,0.291970803,0.018248175,0.0,0.0,0.0,4932,0,0,1,1000000,1500000
6980,Charlotte FC,midfield-DefensiveMidfield,174.0,33.0,42,0.025231287,0.176619008,0.227081581,0.0,0.0,0.0,0.0,3567,389,58,0,1000000,7000000
6985,Charlotte FC,midfield-AttackingMidfield,179.0,24.0,39,0.226863522,0.097227224,0.194454447,0.032409075,0.0,0.0,0.0,2777,27,3,1,2500000,2500000
6994,Charlotte FC,Attack Centre-Forward,184.0,26.0,45,0.299003322,0.199335548,0.23255814,0.0,0.0,0.0,0.0,2709,3,1,3,5000000,6000000
6996,Charlotte FC,Attack Centre-Forward,180.0,21.0,47,0.301709688,0.030170969,0.150854844,0.030170969,0.0,0.0,0.0,2983,0,0,0,1000000,1000000
7001,Sporting Kansas City,Defender Centre-Back,185.0,22.0,36,0.05834684,0.0,0.175040519,0.0,0.0,0.0,0.0,3085,0,0,0,1500000,1500000
7025,Sporting Kansas City,Attack Centre-Forward,175.0,23.0,40,0.268924303,0.0,0.209163347,0.0,0.0,0.0,0.0,3012,84,18,0,2500000,2500000
7028,Colorado Rapids,Goalkeeper,191.0,25.0,52,0.0,0.0,0.057692308,0.0,0.0,1.538461538,0.230769231,4680,16,2,0,1500000,1600000
7031,Colorado Rapids,Defender Centre-Back,190.0,29.0,67,0.046399725,0.015466575,0.170132325,0.0,0.015466575,0.0,0.0,5819,60,11,2,2000000,2500000
7037,Colorado Rapids,Defender Left-Back,183.0,26.0,53,0.0,0.065343659,0.108906099,0.0,0.0,0.0,0.0,4132,0,0,6,600000,700000
7047,Colorado Rapids,midfield-CentralMidfield,171.0,25.0,55,0.204406087,0.163524869,0.040881217,0.0,0.020440609,0.0,0.0,4403,119,8,1,800000,800000
7050,Colorado Rapids,midfield-LeftMidfield,175.0,28.0,55,0.158850227,0.136157337,0.136157337,0.0,0.0,0.0,0.0,3966,343,31,0,550000,775000
7072,Vancouver Whitecaps FC,midfield-DefensiveMidfield,166.0,27.0,41,0.027734977,0.110939908,0.277349769,0.0,0.0,0.0,0.0,3245,72,10,4,4000000,4000000
7078,Vancouver Whitecaps FC,midfield-RightMidfield,178.0,29.0,45,0.054167921,0.081251881,0.108335841,0.02708396,0.0,0.0,0.0,3323,391,45,3,2000000,7500000
7091,Chicago Fire FC,Defender Centre-Back,187.0,33.0,35,0.063807161,0.03190358,0.223325062,0.0,0.0,0.0,0.0,2821,128,11,2,800000,2200000
7094,Chicago Fire FC,Defender Left-Back,180.0,22.0,55,0.021216407,0.021216407,0.169731259,0.0,0.021216407,0.0,0.0,4242,0,0,0,1200000,1500000
7096,Chicago Fire FC,Defender Right-Back,179.0,31.0,65,0.021865889,0.131195335,0.131195335,0.0,0.0,0.0,0.0,4116,0,0,0,2000000,5000000
7105,Chicago Fire FC,midfield-LeftMidfield,176.0,24.0,74,0.352854692,0.198480765,0.066160255,0.0,0.0,0.0,0.0,4081,10,0,2,600000,600000
7107,Chicago Fire FC,Attack-RightWinger,170.0,22.0,46,0.085200379,0.113600505,0.340801515,0.0,0.056800252,0.0,0.0,3169,258,19,3,5000000,5000000
7112,Chicago Fire FC,Attack Centre-Forward,180.0,19.0,59,0.619565217,0.065217391,0.293478261,0.0,0.0,0.0,0.0,2760,21,5,2,2000000,2000000
7121,Inter Miami CF,Defender Centre-Back,186.0,32.0,39,0.032142857,0.064285714,0.257142857,0.0,0.0,0.0,0.0,2800,476,61,19,2000000,5000000
7127,Inter Miami CF,Defender Right-Back,173.0,29.0,40,0.0,0.027141134,0.244270205,0.0,0.0,0.0,0.0,3316,337,37,4,2000000,8000000
7150,Minnesota United FC,Defender Centre-Back,179.0,26.0,55,0.0194974,0.0194974,0.155979203,0.0,0.0,0.0,0.0,4616,134,16,1,2000000,2000000
7172,Minnesota United FC,Attack Centre-Forward,182.0,22.0,32,0.16286645,0.03257329,0.09771987,0.03257329,0.0,0.0,0.0,2763,37,5,0,1500000,1500000
7178,Houston Dynamo FC,Defender Centre-Back,185.0,31.0,70,0.150473714,0.050157905,0.250789523,0.0,0.0,0.0,0.0,5383,629,89,12,1500000,2750000
7184,Houston Dynamo FC,Defender Left-Back,178.0,22.0,49,0.047244094,0.023622047,0.141732283,0.0,0.0,0.0,0.0,3810,0,0,0,850000,850000
7196,Houston Dynamo FC,midfield-AttackingMidfield,173.0,25.0,45,0.287172942,0.143586471,0.028717294,0.0,0.028717294,0.0,0.0,3134,11,1,0,1500000,2000000
7202,Houston Dynamo FC,Attack Centre-Forward,184.0,21.0,70,0.246478873,0.123239437,0.123239437,0.017605634,0.017605634,0.0,0.0,5112,0,0,0,2000000,2000000
7207,St. Louis CITY SC,Defender Centre-Back,187.0,29.0,32,0.095440085,0.0,0.159066808,0.0,0.0,0.0,0.0,2829,202,22,1,3500000,3500000
7214,St. Louis CITY SC,Defender Left-Back,183.0,25.0,36,0.0,0.062176166,0.186528497,0.0,0.0,0.0,0.0,2895,274,39,7,350000,700000
7218,St. Louis CITY SC,midfield-DefensiveMidfield,173.0,23.0,52,0.0,0.129001433,0.215002389,0.0,0.0,0.0,0.0,4186,24,4,0,1000000,1000000
7220,St. Louis CITY SC,midfield-CentralMidfield,188.0,26.0,44,0.248190279,0.217166494,0.06204757,0.0,0.0,0.0,0.0,2901,280,41,1,3000000,7000000
7229,St. Louis CITY SC,Attack Centre-Forward,190.0,26.0,40,0.321313816,0.224919672,0.257051053,0.0,0.0,0.0,0.0,2801,53,7,3,4000000,4500000
7245,CF Montréal,midfield-DefensiveMidfield,181.0,22.0,40,0.068939104,0.034469552,0.137878208,0.068939104,0.0,0.0,0.0,2611,0,0,0,250000,250000
7304,Nashville SC,Defender Right-Back,180.0,26.0,46,0.0,0.144834245,0.202767943,0.0,0.0,0.0,0.0,3107,9,1,1,1500000,1500000
7334,San Jose Earthquakes,Defender Right-Back,179.0,30.0,39,0.031779661,0.031779661,0.190677966,0.0,0.0,0.0,0.0,2832,578,77,0,1000000,1200000
7336,San Jose Earthquakes,midfield-DefensiveMidfield,172.0,28.0,48,0.0,0.054265903,0.406994272,0.0,0.0,0.0,0.0,3317,318,37,3,3000000,6000000
7382,Atlanta United FC,Defender Centre-Back,181.0,27.0,54,0.052524074,0.0,0.07878611,0.0,0.0,0.0,0.0,3427,16,2,3,4000000,8500000
7383,Atlanta United FC,Defender Centre-Back,188.0,25.0,37,0.033771107,0.0,0.337711069,0.0,0.0,0.0,0.0,2665,0,0,3,1000000,1000000
7403,Atlanta United FC,Attack Centre-Forward,185.0,28.0,71,0.966010733,0.053667263,0.348837209,0.0,0.0,0.0,0.0,3354,346,52,6,5000000,5000000
7410,New York City FC,Defender Centre-Back,186.0,22.0,57,0.023112481,0.0,0.184899846,0.023112481,0.0,0.0,0.0,3894,109,13,4,2500000,4000000
7415,New York City FC,Defender Left-Back,178.0,26.0,49,0.028072364,0.084217093,0.224578915,0.0,0.028072364,0.0,0.0,3206,0,0,0,1200000,5000000
7419,New York City FC,Defender Right-Back,180.0,18.0,48,0.075587906,0.100783875,0.251959686,0.0,0.0,0.0,0.0,3572,11,3,0,1000000,1000000
7439,Austin FC,Defender Centre-Back,189.0,29.0,44,0.0,0.024965326,0.149791956,0.0,0.024965326,0.0,0.0,3605,225,32,0,550000,1400000
7470,Los Angeles FC,Defender Centre-Back,183.0,25.0,58,0.036518564,0.0,0.219111382,0.0,0.0,0.0,0.0,4929,0,0,3,450000,600000
7474,Los Angeles FC,Defender Right-Back,172.0,27.0,50,0.0,0.049944506,0.374583796,0.0,0.0,0.0,0.0,3604,292,34,1,2000000,6000000
7481,Los Angeles FC,midfield-CentralMidfield,183.0,24.0,54,0.077630822,0.103507763,0.077630822,0.0,0.025876941,0.0,0.0,3478,166,30,2,1200000,1800000
7482,Los Angeles FC,midfield-AttackingMidfield,175.0,21.0,58,0.196813496,0.224929709,0.084348641,0.0,0.028116214,0.0,0.0,3201,181,0,1,1000000,1500000
7483,Los Angeles FC,Attack-LeftWinger,184.0,20.0,77,0.105140187,0.126168224,0.08411215,0.0,0.0,0.0,0.0,4280,0,0,2,6500000,6500000
7484,Los Angeles FC,Attack-LeftWinger,180.0,28.0,60,0.511140236,0.255570118,0.137614679,0.0,0.03931848,0.0,0.0,4578,0,0,2,6000000,12000000
7493,Toronto FC,Defender Centre-Back,190.0,28.0,65,0.018333673,0.036667346,0.201670401,0.018333673,0.0,0.0,0.0,4909,35,8,1,1000000,2200000
7497,Toronto FC,Defender Left-Back,176.0,26.0,47,0.11090573,0.083179298,0.304990758,0.0,0.0,0.0,0.0,3246,300,47,3,400000,2500000
7509,Toronto FC,Attack-LeftWinger,163.0,31.0,48,0.411311054,0.30848329,0.077120823,0.0,0.0,0.0,0.0,3501,182,27,7,12000000,75000000
7510,Toronto FC,Attack-RightWinger,183.0,29.0,53,0.130699971,0.209119954,0.261399942,0.0,0.0,0.0,0.0,3443,250,46,9,8000000,45000000
7601,Defensa y Justicia,Defender Centre-Back,186.0,21.0,39,0.118811881,0.0,0.118811881,0.0,0.0,0.0,0.0,3030,96,9,0,250000,500000
7637,Club Estudiantes de La Plata,midfield-DefensiveMidfield,168.0,26.0,48,0.0,0.075906663,0.177115547,0.0,0.025302221,0.0,0.0,3557,195,26,0,6500000,25000000
7654,CA Newell's Old Boys,Defender Centre-Back,180.0,32.0,29,0.109267503,0.036422501,0.072845002,0.0,0.036422501,0.0,0.0,2471,0,0,0,1800000,2500000
7758,CA Banfield,Attack Centre-Forward,184.0,26.0,54,0.341805434,0.078878177,0.236634531,0.0,0.0,0.0,0.0,3423,12,1,0,1700000,2000000
7880,Club Atlético Platense,midfield-DefensiveMidfield,183.0,29.0,40,0.0,0.0,0.403286034,0.0,0.0,0.0,0.0,2678,8,1,3,450000,2000000
8055,Club Atlético Talleres,midfield-AttackingMidfield,184.0,30.0,45,0.096601073,0.128801431,0.193202147,0.0,0.032200358,0.0,0.0,2795,15,4,0,1000000,1500000
8087,Club Atlético Belgrano,Attack-LeftWinger,174.0,31.0,53,0.045237497,0.045237497,0.339281226,0.0,0.0,0.0,0.0,3979,0,0,0,1200000,1500000
8153,Club Atlético Tigre,Defender Centre-Back,185.0,33.0,52,0.044063647,0.0,0.17625459,0.0,0.044063647,0.0,0.0,4085,42,3,5,1200000,2500000
8190,CA River Plate,midfield-DefensiveMidfield,178.0,30.0,57,0.030201342,0.060402685,0.181208054,0.0,0.0,0.0,0.0,2980,141,37,9,3000000,8000000
8208,CA Boca Juniors,Goalkeeper,192.0,36.0,33,0.0,0.0,0.090909091,0.0,0.0,1.454545455,0.272727273,2970,394,48,10,400000,7000000
8212,CA Boca Juniors,Defender Centre-Back,181.0,30.0,52,0.045248869,0.045248869,0.316742081,0.0,0.0,0.0,0.0,3978,283,43,4,3000000,6000000
8276,Racing Club,Defender Left-Back,173.0,25.0,31,0.03429878,0.171493902,0.171493902,0.03429878,0.0,0.0,0.0,2624,95,17,0,1200000,1800000
8360,Yokohama F. Marinos,Attack-RightWinger,175.0,24.0,53,0.418155826,0.385989993,0.160829164,0.0,0.0,0.0,0.0,2798,55,8,2,600000,800000
8521,Kashiwa Reysol,Defender Left-Back,183.0,27.0,32,0.066079295,0.13215859,0.165198238,0.0,0.0,0.0,0.0,2724,237,36,1,650000,900000
8544,Kashiwa Reysol,Attack Centre-Forward,193.0,25.0,60,0.367876893,0.064919452,0.151478721,0.0,0.0,0.0,0.0,4159,0,0,0,1000000,1250000
8718,Hokkaido Consadole Sapporo,midfield-AttackingMidfield,169.0,25.0,43,0.274297325,0.243819844,0.213342364,0.0,0.0,0.0,0.0,2953,237,36,10,900000,1000000
8803,Kashima Antlers,Defender Centre-Back,186.0,28.0,49,0.0,0.0,0.088735519,0.0,0.0,0.0,0.0,4057,38,8,4,500000,1500000
8859,Sanfrecce Hiroshima,Attack Centre-Forward,186.0,30.0,57,0.662983425,0.165745856,0.284135754,0.0,0.0,0.0,0.0,3801,48,12,10,1900000,2500000
8867,Urawa Red Diamonds,Defender Centre-Back,184.0,28.0,49,0.046583851,0.0,0.163043478,0.0,0.0,0.0,0.0,3864,0,0,3,800000,800000
8887,Urawa Red Diamonds,Attack Centre-Forward,170.0,32.0,64,0.455311973,0.278246206,0.075885329,0.0,0.0,0.0,0.0,3558,142,29,0,1800000,4000000
8909,Gamba Osaka,midfield-DefensiveMidfield,177.0,26.0,73,0.038006757,0.057010135,0.190033784,0.0,0.0,0.0,0.0,4736,183,31,4,1800000,1800000
8920,Gamba Osaka,Attack-SecondStriker,186.0,31.0,59,0.3711743,0.214890384,0.156283916,0.019535489,0.0,0.0,0.0,4607,71,8,4,500000,1000000
8925,Al-Shabab Club (Riyadh),Goalkeeper,187.0,32.0,33,0.0,0.0,0.03,0.0,0.0,1.08,0.36,3000,74,12,4,900000,1250000
8927,Al-Shabab Club (Riyadh),Goalkeeper,185.0,31.0,36,0.0,0.0,0.056197315,0.0,0.0,1.067748985,0.421479863,3203,179,13,3,175000,850000
8930,Al-Shabab Club (Riyadh),Defender Centre-Back,188.0,31.0,64,0.079113924,0.03164557,0.237341772,0.0,0.0,0.0,0.0,5688,18,3,0,1500000,1500000
8931,Al-Shabab Club (Riyadh),Defender Centre-Back,182.0,24.0,41,0.0,0.0,0.127877238,0.0,0.0,0.0,0.0,3519,0,0,1,2000000,2000000
8936,Al-Shabab Club (Riyadh),Defender Left-Back,173.0,23.0,65,0.063213345,0.158033363,0.12642669,0.0,0.0,0.0,0.0,5695,0,0,1,750000,750000
8937,Al-Shabab Club (Riyadh),Defender Right-Back,176.0,27.0,71,0.0,0.215930902,0.086372361,0.0,0.0,0.0,0.0,6252,0,0,0,1000000,1000000
8940,Al-Shabab Club (Riyadh),midfield-DefensiveMidfield,187.0,33.0,57,0.181818182,0.127272727,0.145454545,0.018181818,0.018181818,0.0,0.0,4950,104,27,7,5000000,30000000
8941,Al-Shabab Club (Riyadh),midfield-DefensiveMidfield,185.0,30.0,52,0.050097412,0.0,0.125243529,0.0,0.0,0.0,0.0,3593,0,0,0,400000,400000
8944,Al-Shabab Club (Riyadh),midfield-CentralMidfield,174.0,34.0,61,0.219842165,0.186020293,0.186020293,0.0,0.033821871,0.0,0.0,5322,274,51,7,1800000,20000000
8945,Al-Shabab Club (Riyadh),midfield-CentralMidfield,177.0,28.0,66,0.090072058,0.072057646,0.216172938,0.0,0.0,0.0,0.0,4996,0,0,0,500000,500000
8948,Al-Shabab Club (Riyadh),midfield-AttackingMidfield,177.0,30.0,64,0.402609506,0.201304753,0.067101584,0.0,0.016775396,0.0,0.0,5365,0,0,2,6000000,6000000
8953,Al-Shabab Club (Riyadh),Attack-LeftWinger,170.0,30.0,61,0.284061021,0.331404524,0.213045765,0.0,0.0,0.0,0.0,3802,4,0,6,800000,1200000
8954,Al-Shabab Club (Riyadh),Attack-RightWinger,172.0,27.0,62,0.721407625,0.105571848,0.08797654,0.0,0.0,0.0,0.0,5115,0,0,1,6500000,6500000
8957,Al-Shabab Club (Riyadh),Attack Centre-Forward,180.0,26.0,36,0.625651721,0.250260688,0.281543274,0.0,0.0,0.0,0.0,2877,52,5,1,8000000,8500000
8958,Al-Shabab Club (Riyadh),Attack Centre-Forward,181.0,27.0,65,0.275904353,0.183936235,0.202329859,0.0,0.0,0.0,0.0,4893,143,17,1,4000000,30000000
8961,Ettifaq FC,Goalkeeper,187.0,36.0,61,0.0,0.0,0.0,0.016393443,0.0,1.295081967,0.31147541,5490,15,4,4,100000,4500000
8965,Ettifaq FC,Defender Centre-Back,190.0,30.0,57,0.0,0.01934236,0.077369439,0.01934236,0.0,0.0,0.0,4653,304,39,1,2800000,7500000
8966,Ettifaq FC,Defender Centre-Back,188.0,27.0,48,0.023671752,0.047343503,0.14203051,0.0,0.0,0.0,0.0,3802,482,92,7,2000000,2300000
8968,Ettifaq FC,Defender Centre-Back,173.0,28.0,45,0.0,0.0,0.106666667,0.0,0.0,0.0,0.0,3375,0,0,0,175000,175000
8972,Ettifaq FC,Defender Left-Back,169.0,24.0,49,0.08985025,0.0,0.029950083,0.0,0.08985025,0.0,0.0,3005,0,0,0,150000,150000
8973,Ettifaq FC,Defender Right-Back,184.0,32.0,56,0.0,0.145778498,0.200445434,0.0,0.0,0.0,0.0,4939,42,5,0,200000,550000
8975,Ettifaq FC,midfield-DefensiveMidfield,187.0,25.0,71,0.041322314,0.020661157,0.165289256,0.0,0.0,0.0,0.0,4356,43,9,3,4500000,7000000
8976,Ettifaq FC,midfield-DefensiveMidfield,171.0,23.0,46,0.032822757,0.0,0.2297593,0.0,0.0,0.0,0.0,2742,0,0,1,400000,600000
8979,Ettifaq FC,midfield-RightMidfield,185.0,29.0,51,0.022965042,0.091860168,0.114825211,0.0,0.0,0.0,0.0,3919,0,0,0,250000,275000
8986,Ettifaq FC,Attack-RightWinger,169.0,28.0,42,0.140056022,0.196078431,0.084033613,0.0,0.028011204,0.0,0.0,3213,0,0,0,550000,1100000
8987,Ettifaq FC,Attack Centre-Forward,183.0,29.0,49,0.347490347,0.08019008,0.133650134,0.026730027,0.0,0.0,0.0,3367,86,13,1,4500000,13000000
8990,Al-Taawoun FC,Goalkeeper,197.0,26.0,29,0.0,0.0,0.0,0.0,0.0,1.251448436,0.243337196,2589,76,9,0,3000000,3000000
